,provincia,coste,duration,prec,tmed,velmedia,presmed,sol
240,MURCIA,78849.0,2,17.32814814814815,17.656666666666666,3.0185185185185186,991.588888888889,8.504761904761905
241,SORIA,42417.0,1,21.6,12.0,1.7,897.7,4.1
242,TERUEL,47694.0,1,8.625,16.925,1.8,933.7833333333334,6.8
243,VALENCIA,739.0,1,23.67142857142857,15.44285714285714,2.78,982.6833333333334,0.0
244,BURGOS,1284141.0,2,3.35,18.7,2.4333333333333336,923.7916666666666,7.766666666666667
245,LA RIOJA,2581.0,1,0.0,22.9,5.3,974.8,8.3
246,LEON,5091.0,1,1.025,17.85,2.425,906.2,3.866666666666666
247,SORIA,1766.0,1,2.2,19.0,2.5,896.5,8.3
248,TERUEL,9463.0,1,7.375,21.325,1.4,933.2166666666667,10.8
249,BURGOS,1469.0,1,6.725,20.85,2.4,918.7125,9.475
250,LLEIDA,6249.0,1,5.1000000000000005,19.65,1.4500000000000002,959.75,7.35
251,MADRID,5534.0,1,0.6916666666666665,22.145454545454545,2.85,911.475,10.85
252,MALAGA,2129.0,1,0.0,21.42,2.6333333333333333,1007.9083333333333,1.85
253,SORIA,1329.0,1,16.4,19.1,1.7,897.35,9.0
254,VALLADOLID,6403.0,1,0.05,20.95,2.1,926.575,11.7
255,ZARAGOZA,159.0,1,3.3600000000000003,21.74,2.5,963.6375,7.449999999999999
256,BURGOS,3320.0,1,2.975,16.4,2.45,916.8125,3.95
257,CIUDAD REAL,1310.0,1,0.1399999999999999,24.52,2.48,937.0666666666666,6.0
258,LA RIOJA,8936.0,1,5.0,22.1,4.4,970.6,9.7
259,MADRID,25398.0,1,9.481818181818182,22.063636363636363,3.6,908.77,9.25
260,SORIA,750.0,1,11.8,19.2,2.5,892.6,11.8
261,ARABA,55765.0,1,11.05,14.2,3.6,960.725,0.05
262,GUADALAJARA,5876.0,1,0.0,16.133333333333333,1.5666666666666669,913.525,9.866666666666667
263,ILLES BALEARS,54417.0,1,0.03,21.26,2.71,1012.1333333333334,8.683333333333334
264,LA RIOJA,2570.0,1,5.1,18.2,3.9,969.5,1.2
265,LEON,2641.0,1,7.1,16.45,2.9,899.25,5.8
266,LLEIDA,760.0,1,9.2,18.950000000000003,1.8,955.45,6.3
267,MADRID,11311.0,1,0.1,17.972727272727273,3.72,906.855,9.616666666666667
268,NAVARRA,150.0,1,7.360000000000001,16.68,2.775,967.925,0.8
269,PALENCIA,1366.0,1,12.2,15.566666666666668,1.8333333333333333,900.4,2.65
270,VALLADOLID,6992.0,1,1.6,19.0,3.75,921.2,7.7
271,ZAMORA,1525.0,1,4.2,18.73333333333333,2.8666666666666667,926.4833333333333,8.2
272,ZARAGOZA,4226.0,1,9.28,17.36,2.24,958.3499999999999,4.4
273,ALBACETE,1166.0,1,0.025,20.475,2.5,938.8875,6.050000000000001
274,ILLES BALEARS,1348.0,1,0.0,21.36,3.73,1015.825,5.983333333333333
275,LA RIOJA,27089.0,1,10.6,21.2,5.6,975.7,6.0
276,NAVARRA,7922.0,1,24.76,19.84,3.25,974.675,3.8
277,PALENCIA,2631.0,1,1.6666666666666667,15.166666666666666,2.6,907.3,3.3
